节点名,父节点,类型,组件,资源,备注,pos_x,pos_y,width,height,anchor_x,anchor_y,opacity,visible,scale_x,scale_y,rotation,layout,padding,spacing,font_size,color,align,overflow,line_height,size_mode,trim,transition,zoom_scale,target,default_clip,play_on_load,default_skin,default_anim,loop,premultiplied_alpha,AI_Image_Prompt_Element_Specific
PandaInteractionPage,,Node,,,熊猫互动/详情页根节点,0,0,750,1334,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
PandaInteractionBackground,PandaInteractionPage,Sprite,,panda_interaction_bg.png,熊猫互动页背景,0,0,750,1334,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A serene bamboo forest background in traditional Chinese ink painting style. The scene features misty mountains, flowing water, and subtle bamboo elements with a peaceful atmosphere. The background has soft jade green and light blue tones with gentle animation effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
BackButton,PandaInteractionPage,Button,Button,back_btn.png,返回按钮,-330,600,80,80,0.5,0.5,255,true,1,1,0,,,,,,,,,,,color,1.1,BackButton,,,,,,,"A traditional Chinese style back button with soft rounded corners and subtle decorative elements. The button has a jade green gradient with elegant brush stroke borders. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
BackIcon,BackButton,Sprite,,back_icon.png,返回图标,0,0,40,40,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A back arrow icon in Chinese ink painting style. The arrow has flowing brush strokes with varying opacity. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
PandaNameContainer,PandaInteractionPage,Node,,,熊猫名称容器,0,550,500,100,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
PandaNameBg,PandaNameContainer,Sprite,,panda_name_bg.png,熊猫名称背景,0,0,500,100,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A name plaque in Chinese ink painting style. The plaque has a traditional design with elegant brush stroke borders and subtle rice paper texture. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
PandaName,PandaNameContainer,Label,,,熊猫名称,0,0,400,80,0.5,0.5,255,true,1,1,0,,,,32,#1A5F4A,center,none,36,,,,,,,,,,,"A horizontal ink stroke suggesting a panda name text, with varying thickness to create a natural handwritten appearance. The stroke has subtle ink wash effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
PandaLevelContainer,PandaNameContainer,Node,,,熊猫等级容器,200,0,80,80,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
PandaLevelBg,PandaLevelContainer,Sprite,,panda_level_bg.png,熊猫等级背景,0,0,80,80,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A circular level indicator in Chinese ink painting style. The indicator has a traditional design with elegant brush stroke borders and subtle jade green gradient. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
PandaLevel,PandaLevelContainer,Label,,,熊猫等级,0,0,80,80,0.5,0.5,255,true,1,1,0,,,,28,#FFFFFF,center,none,32,,,,,,,,,,,"A horizontal ink stroke suggesting a level number, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
PandaDisplayContainer,PandaInteractionPage,Node,,,熊猫展示容器,0,300,600,500,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
PandaDisplayBg,PandaDisplayContainer,Sprite,,panda_display_bg.png,熊猫展示背景,0,0,600,500,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A traditional Chinese display platform in ink painting style. The platform has elegant brush stroke borders and subtle rice paper texture with bamboo elements. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
PandaDisplayImage,PandaDisplayContainer,Sprite,,panda_display_image.png,熊猫展示图片,0,0,400,400,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A large panda character in Chinese ink painting style. The panda has flowing brush strokes with varying opacity and subtle jade green and black tints. The panda is displayed in a 3D-like presentation that can be rotated and has subtle animations. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
PandaDisplayParticle,PandaDisplayContainer,Particle,,panda_display_particle.png,熊猫展示粒子,0,0,400,400,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,"Jade green particle effects in Chinese ink painting style. The particles have a flowing, ethereal quality with subtle jade green glow. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
RotateLeftButton,PandaDisplayContainer,Button,Button,rotate_left_btn.png,向左旋转按钮,-250,0,80,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,color,1.1,RotateLeftButton,,,,,,,"A traditional Chinese style rotate button with soft rounded corners and subtle decorative elements. The button has a jade green gradient with elegant brush stroke borders. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
RotateLeftIcon,RotateLeftButton,Sprite,,rotate_left_icon.png,向左旋转图标,0,0,40,40,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A rotate left arrow icon in Chinese ink painting style. The arrow has flowing brush strokes with varying opacity. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
RotateRightButton,PandaDisplayContainer,Button,Button,rotate_right_btn.png,向右旋转按钮,250,0,80,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,color,1.1,RotateRightButton,,,,,,,"A traditional Chinese style rotate button with soft rounded corners and subtle decorative elements. The button has a jade green gradient with elegant brush stroke borders. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
RotateRightIcon,RotateRightButton,Sprite,,rotate_right_icon.png,向右旋转图标,0,0,40,40,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A rotate right arrow icon in Chinese ink painting style. The arrow has flowing brush strokes with varying opacity. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
TabContainer,PandaInteractionPage,Node,,,标签页容器,0,0,700,100,0.5,0.5,255,true,1,1,0,horizontal,10,20,,,,,,,,,,,,,,,,,"N/A"
StatusTab,TabContainer,Button,Button,status_tab.png,状态标签,-200,0,200,80,0.5,0.5,255,true,1,1,0,,,,,,,,,,,color,1.1,StatusTab,,,,,,,"A traditional Chinese scroll tab design in active state. The tab has elegant brush stroke borders with cloud pattern decorative elements and a jade green gradient background. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
StatusLabel,StatusTab,Label,,,状态文本,0,0,180,60,0.5,0.5,255,true,1,1,0,,,,24,#FFFFFF,center,none,28,,,,,,,,,,,"A horizontal ink stroke suggesting a tab label text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SkinsTab,TabContainer,Button,Button,skins_tab.png,皮肤标签,0,0,200,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,color,1.1,SkinsTab,,,,,,,"A traditional Chinese scroll tab design in inactive state. The tab has elegant brush stroke borders with subtle decorative elements and a muted gray background. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SkinsLabel,SkinsTab,Label,,,皮肤文本,0,0,180,60,0.5,0.5,255,true,1,1,0,,,,24,#333333,center,none,28,,,,,,,,,,,"A horizontal ink stroke suggesting a tab label text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
InteractionTab,TabContainer,Button,Button,interaction_tab.png,互动标签,200,0,200,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,color,1.1,InteractionTab,,,,,,,"A traditional Chinese scroll tab design in inactive state. The tab has elegant brush stroke borders with subtle decorative elements and a muted gray background. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
