节点名,父节点,类型,组件,资源,备注,pos_x,pos_y,width,height,anchor_x,anchor_y,opacity,visible,scale_x,scale_y,rotation,layout,padding,spacing,font_size,color,align,overflow,line_height,size_mode,trim,transition,zoom_scale,target,default_clip,play_on_load,default_skin,default_anim,loop,premultiplied_alpha,AI_Image_Prompt_Element_Specific
ItemDetailsPage,,Node,,,商品详情页根节点,0,0,750,1334,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
ItemDetailsBackground,ItemDetailsPage,Sprite,,item_details_bg.png,商品详情页背景,0,0,750,1334,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A luxurious traditional Chinese display room background in ink painting style. The scene features elegant decorative elements, subtle light rays, and a warm atmosphere with soft gold and jade green tones. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
BackButton,ItemDetailsPage,Button,Button,back_btn.png,返回按钮,-330,600,80,80,0.5,0.5,255,true,1,1,0,,,,,,,,,,,color,1.1,BackButton,,,,,,,"A traditional Chinese style back button with soft rounded corners and subtle decorative elements. The button has a jade green gradient with elegant brush stroke borders. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
BackIcon,BackButton,Sprite,,back_icon.png,返回图标,0,0,40,40,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A back arrow icon in Chinese ink painting style. The arrow has flowing brush strokes with varying opacity. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemPreviewContainer,ItemDetailsPage,Node,,,商品预览容器,0,300,600,500,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
ItemPreviewBg,ItemPreviewContainer,Sprite,,item_preview_bg.png,商品预览背景,0,0,600,500,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A traditional Chinese display platform in ink painting style. The platform has elegant brush stroke borders and subtle rice paper texture. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemPreviewImage,ItemPreviewContainer,Sprite,,item_preview_image.png,商品预览图片,0,0,400,400,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A large panda skin item in Chinese ink painting style. The item has flowing brush strokes with varying opacity and a subtle purple tint with particle effects. The item is displayed in a 3D-like presentation that can be rotated. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemPreviewParticle,ItemPreviewContainer,Particle,,item_preview_particle.png,商品预览粒子,0,0,400,400,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,"Purple particle effects in Chinese ink painting style. The particles have a flowing, ethereal quality with subtle purple glow. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
RotateLeftButton,ItemPreviewContainer,Button,Button,rotate_left_btn.png,向左旋转按钮,-250,0,80,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,color,1.1,RotateLeftButton,,,,,,,"A traditional Chinese style rotate button with soft rounded corners and subtle decorative elements. The button has a jade green gradient with elegant brush stroke borders. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
RotateLeftIcon,RotateLeftButton,Sprite,,rotate_left_icon.png,向左旋转图标,0,0,40,40,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A rotate left arrow icon in Chinese ink painting style. The arrow has flowing brush strokes with varying opacity. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
RotateRightButton,ItemPreviewContainer,Button,Button,rotate_right_btn.png,向右旋转按钮,250,0,80,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,color,1.1,RotateRightButton,,,,,,,"A traditional Chinese style rotate button with soft rounded corners and subtle decorative elements. The button has a jade green gradient with elegant brush stroke borders. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
RotateRightIcon,RotateRightButton,Sprite,,rotate_right_icon.png,向右旋转图标,0,0,40,40,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A rotate right arrow icon in Chinese ink painting style. The arrow has flowing brush strokes with varying opacity. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemInfoContainer,ItemDetailsPage,Node,,,商品信息容器,0,0,700,300,0.5,0.5,255,true,1,1,0,vertical,20,30,,,,,,,,,,,,,,,,,"N/A"
ItemNameContainer,ItemInfoContainer,Node,,,商品名称容器,0,120,650,80,0.5,0.5,255,true,1,1,0,horizontal,10,20,,,,,,,,,,,,,,,,,"N/A"
ItemName,ItemNameContainer,Label,,,商品名称,0,0,500,80,0.5,0.5,255,true,1,1,0,,,,32,#8A2BE2,center,none,36,,,,,,,,,,,"A horizontal ink stroke suggesting an item name text with purple color, with varying thickness to create a natural handwritten appearance. The stroke has subtle purple glow effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemRarity,ItemNameContainer,Sprite,,rarity_epic.png,商品稀有度,250,0,100,30,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"An epic rarity indicator in Chinese ink painting style. The indicator has an elaborate design with flowing brush strokes and a subtle purple tint with particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemDescContainer,ItemInfoContainer,Node,,,商品描述容器,0,50,650,100,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
ItemDescBg,ItemDescContainer,Sprite,,item_desc_bg.png,商品描述背景,0,0,650,100,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A description background in Chinese ink painting style. The background has a traditional scroll design with elegant brush stroke borders and subtle rice paper texture. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemDesc,ItemDescContainer,Label,,,商品描述,0,0,600,80,0.5,0.5,255,true,1,1,0,,,,24,#333333,center,none,28,,,,,,,,,,,"A horizontal ink stroke suggesting a description text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemAttributesContainer,ItemInfoContainer,Node,,,商品属性容器,0,-50,650,100,0.5,0.5,255,true,1,1,0,horizontal,10,20,,,,,,,,,,,,,,,,,"N/A"
ItemAttribute1,ItemAttributesContainer,Node,,,商品属性1,-200,0,150,100,0.5,0.5,255,true,1,1,0,vertical,5,10,,,,,,,,,,,,,,,,,"N/A"
ItemAttributeIcon1,ItemAttribute1,Sprite,,attribute_icon_1.png,属性图标1,0,30,60,60,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A charm attribute icon in Chinese ink painting style. The icon depicts a traditional Chinese charm symbol with flowing brush strokes and subtle jade green tint. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemAttributeName1,ItemAttribute1,Label,,,属性名称1,0,-10,150,30,0.5,0.5,255,true,1,1,0,,,,18,#1A5F4A,center,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting an attribute name text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemAttributeValue1,ItemAttribute1,Label,,,属性数值1,0,-30,150,30,0.5,0.5,255,true,1,1,0,,,,20,#8A2BE2,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting an attribute value text with purple color, with varying thickness to create a natural handwritten appearance. The stroke has subtle purple glow effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemAttribute2,ItemAttributesContainer,Node,,,商品属性2,0,0,150,100,0.5,0.5,255,true,1,1,0,vertical,5,10,,,,,,,,,,,,,,,,,"N/A"
ItemAttributeIcon2,ItemAttribute2,Sprite,,attribute_icon_2.png,属性图标2,0,30,60,60,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A happiness attribute icon in Chinese ink painting style. The icon depicts a traditional Chinese happiness symbol with flowing brush strokes and subtle jade green tint. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemAttributeName2,ItemAttribute2,Label,,,属性名称2,0,-10,150,30,0.5,0.5,255,true,1,1,0,,,,18,#1A5F4A,center,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting an attribute name text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemAttributeValue2,ItemAttribute2,Label,,,属性数值2,0,-30,150,30,0.5,0.5,255,true,1,1,0,,,,20,#8A2BE2,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting an attribute value text with purple color, with varying thickness to create a natural handwritten appearance. The stroke has subtle purple glow effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemAttribute3,ItemAttributesContainer,Node,,,商品属性3,200,0,150,100,0.5,0.5,255,true,1,1,0,vertical,5,10,,,,,,,,,,,,,,,,,"N/A"
ItemAttributeIcon3,ItemAttribute3,Sprite,,attribute_icon_3.png,属性图标3,0,30,60,60,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A style attribute icon in Chinese ink painting style. The icon depicts a traditional Chinese style symbol with flowing brush strokes and subtle jade green tint. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemAttributeName3,ItemAttribute3,Label,,,属性名称3,0,-10,150,30,0.5,0.5,255,true,1,1,0,,,,18,#1A5F4A,center,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting an attribute name text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemAttributeValue3,ItemAttribute3,Label,,,属性数值3,0,-30,150,30,0.5,0.5,255,true,1,1,0,,,,20,#8A2BE2,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting an attribute value text with purple color, with varying thickness to create a natural handwritten appearance. The stroke has subtle purple glow effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemActionContainer,ItemInfoContainer,Node,,,商品操作容器,0,-150,650,100,0.5,0.5,255,true,1,1,0,horizontal,20,50,,,,,,,,,,,,,,,,,"N/A"
ItemPriceContainer,ItemActionContainer,Node,,,商品价格容器,-200,0,200,100,0.5,0.5,255,true,1,1,0,vertical,5,10,,,,,,,,,,,,,,,,,"N/A"
ItemPriceLabel,ItemPriceContainer,Label,,,价格标签,0,30,200,30,0.5,0.5,200,true,1,1,0,,,,18,#333333,center,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a price label text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemPrice,ItemPriceContainer,Node,,,商品价格,0,-10,150,40,0.5,0.5,255,true,1,1,0,horizontal,0,5,,,,,,,,,,,,,,,,,"N/A"
ItemPriceIcon,ItemPrice,Sprite,,diamond_medium.png,价格图标,-50,0,30,30,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A medium diamond icon in Chinese ink painting style. The diamond has a crystalline appearance with flowing brush strokes and blue-white color effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ItemPriceValue,ItemPrice,Label,,,价格数值,0,0,100,40,0,0.5,255,true,1,1,0,,,,24,#00BFFF,left,none,28,,,,,,,,,,,"A horizontal ink stroke suggesting a numerical value, with subtle blue glow effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
VipDiscountContainer,ItemActionContainer,Node,,,VIP折扣容器,0,0,200,100,0.5,0.5,255,true,1,1,0,vertical,5,10,,,,,,,,,,,,,,,,,"N/A"
VipDiscountLabel,VipDiscountContainer,Label,,,VIP折扣标签,0,30,200,30,0.5,0.5,200,true,1,1,0,,,,18,#B8860B,center,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a VIP discount label text with golden color, with varying thickness to create a natural handwritten appearance. The stroke has subtle golden glow effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
VipDiscountPrice,VipDiscountContainer,Node,,,VIP折扣价格,0,-10,150,40,0.5,0.5,255,true,1,1,0,horizontal,0,5,,,,,,,,,,,,,,,,,"N/A"
VipDiscountIcon,VipDiscountPrice,Sprite,,diamond_medium.png,VIP折扣图标,-50,0,30,30,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A medium diamond icon in Chinese ink painting style. The diamond has a crystalline appearance with flowing brush strokes and blue-white color effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
